From,To,Mean,Std. Dev
Madre De Deus-1d2feb9c4dd5,Ilheus-1a898bbcfa87,20702.78764120698,876.5002564662533
Macae-04cbbcf288b4,Porto Acu-db9c1341eaaa,2898.8973469194666,0.0
Porto Acu-db9c1341eaaa,Macae-04cbbcf288b4,13329.18841544324,0.0
Tubarao-4848d977be95,Porto Acu-db9c1341eaaa,1494.8430254428424,0.0
Porto Acu-db9c1341eaaa,Tubarao-4848d977be95,892.9409678521674,774.2786962559569
Port Fourchon-39947b92ce27,Pascagoula-7c3cc504a701,25865.479690113723,179.69181784693788
Pascagoula-7c3cc504a701,Port Fourchon-39947b92ce27,3638.5490114028894,0.0
Southwest Pass-bcf54ac59c4c,Good Hope-431d3b6c8970,1339.3113687754699,0.0
Good Hope-431d3b6c8970,Southwest Pass-bcf54ac59c4c,823.6254545626465,0.0
Belle Chasse-d4dbce12087d,Port Aransas-29a8105fada5,10568.964725644468,0.0
Port Aransas-29a8105fada5,Belle Chasse-d4dbce12087d,4725.3890782199105,0.0
Baytown-0bbc5d394cf2,Covenas-76285da2ae54,1746.8185047906268,0.0
Covenas-76285da2ae54,Baytown-0bbc5d394cf2,10077.095175221428,3363.0677774573664
Port Sulphur-2fc90e4a048b,Chalmette-195ea9ec9b9d,351.0619306398498,0.0
Chalmette-195ea9ec9b9d,Port Sulphur-2fc90e4a048b,10555.034338766136,0.0
Dos Bocas-51ae87032a0e,Port Aransas-29a8105fada5,3439.5306457448587,0.0
Port Aransas-29a8105fada5,Dos Bocas-51ae87032a0e,20634.677419673375,2251.912404716958
Galveston-80916f3912d8,Southwest Pass-bcf54ac59c4c,5118.198022728133,1283.1053943369511
Southwest Pass-bcf54ac59c4c,Galveston-80916f3912d8,10135.867397971133,0.0
Good Hope-431d3b6c8970,Galveston-80916f3912d8,2829.559172463277,0.0
Galveston-80916f3912d8,Good Hope-431d3b6c8970,2304.7683882676693,933.2234462655538
Cape May-485c180b3d95,Cayo Arcas Terminal-b6b6e0d459e4,1263.9571986834571,571.4272535222425
Cayo Arcas Terminal-b6b6e0d459e4,Cape May-485c180b3d95,11838.490762384765,0.0
Corpus Christi-7a30d31f121f,Cayo Arcas Terminal-b6b6e0d459e4,4732.723288990679,0.0
Cayo Arcas Terminal-b6b6e0d459e4,Corpus Christi-7a30d31f121f,9436.894038327038,0.0
New Castle-02855cf3dc4d,Covenas-76285da2ae54,5713.149787547149,0.0
Covenas-76285da2ae54,New Castle-02855cf3dc4d,18701.004067993057,627.9433154921976
Corpus Christi-7a30d31f121f,Coatzacoalcos-230dbf9a65a3,4012.05928707678,776.0754908591965
Coatzacoalcos-230dbf9a65a3,Corpus Christi-7a30d31f121f,5857.549230838286,5053.1240414573385
Kingston-24bf0b1e7a21,Tanjung Intan-dcdffcad4714,1848.8419359296122,0.0
Tanjung Intan-dcdffcad4714,Kingston-24bf0b1e7a21,2808.1724657924906,0.0
Tanjung Intan-dcdffcad4714,Singapore-bfe15a9e31a0,3704.3331279727017,0.0
Singapore-bfe15a9e31a0,Tanjung Intan-dcdffcad4714,13859.468842208167,626.3183585921701
Singapore-bfe15a9e31a0,Ko Si Chang Harbor-272da3f36a5a,2908.6558047452295,0.0
Ko Si Chang Harbor-272da3f36a5a,Singapore-bfe15a9e31a0,8195.24214794954,0.0
Ko Si Chang Harbor-272da3f36a5a,Rayong-3ff1a19509c1,3795.9235826350823,0.0
Rayong-3ff1a19509c1,Ko Si Chang Harbor-272da3f36a5a,5165.437529364283,0.0
Belanak Terminal-fdbee8594eac,Penara Terminal-d7cc9807a741,7537.697290437319,0.0
Penara Terminal-d7cc9807a741,Belanak Terminal-fdbee8594eac,543.0858767667271,89.19013139415902
Vung Tau-fd30e1b2fc95,Zhoushan-611472facb34,3015.014484652449,0.0
Zhoushan-611472facb34,Vung Tau-fd30e1b2fc95,3701.1740108396707,0.0
Port Neches-b1543f00d56b,Pascagoula-7c3cc504a701,8865.499283923795,0.0
Pascagoula-7c3cc504a701,Port Neches-b1543f00d56b,3618.8014416163696,0.0
Coden-32c1141edbaa,Pascagoula-7c3cc504a701,3798.919447598276,669.2405013435891
Pascagoula-7c3cc504a701,Coden-32c1141edbaa,5753.1921107414255,0.0
Galveston-80916f3912d8,Cayo Arcas Terminal-b6b6e0d459e4,5158.070682819037,0.0
Cayo Arcas Terminal-b6b6e0d459e4,Galveston-80916f3912d8,530.4343437221411,0.0
Port Arthur-26aba1bc33e8,Magpetco-c6d4b432d715,10441.678836577983,63.62381711617442
Magpetco-c6d4b432d715,Port Arthur-26aba1bc33e8,675.6855247009352,224.62987826021802
Magpetco-c6d4b432d715,Nederland Terminal-aba03a4a335d,9910.33063481613,0.0
Nederland Terminal-aba03a4a335d,Magpetco-c6d4b432d715,5066.693056200474,1322.4377811151544
Port Fourchon-39947b92ce27,Southwest Pass-bcf54ac59c4c,5103.358958107145,0.0
Southwest Pass-bcf54ac59c4c,Port Fourchon-39947b92ce27,499.90552559537196,0.0
Cayo Arcas Terminal-b6b6e0d459e4,Houston-453dd058edad,1390.3862447013578,0.0
Houston-453dd058edad,Cayo Arcas Terminal-b6b6e0d459e4,4190.468443298807,1.9986815150763453
St Rose-8366881db461,Good Hope-431d3b6c8970,72182.9849586042,0.0
Good Hope-431d3b6c8970,St Rose-8366881db461,187.46600387803028,0.0
Talcahuano-f218806b0ec7,San Vicente-37d45c87e8d9,1478.6546087901804,437.8869093960089
San Vicente-37d45c87e8d9,Talcahuano-f218806b0ec7,464.81386681614407,0.0
Callao-324582de5e88,La Pampilla-c82280ceb8a0,5195.506289711637,0.0
La Pampilla-c82280ceb8a0,Callao-324582de5e88,3257.1302090605604,0.0
Covenas-76285da2ae54,Dos Bocas-51ae87032a0e,1941.4215213341056,0.0
Dos Bocas-51ae87032a0e,Covenas-76285da2ae54,4333.981109881773,0.0
Jing Tang-d63c27036294,Tianjin-6fb346c7ceca,180.92393202615904,0.0
Tianjin-6fb346c7ceca,Jing Tang-d63c27036294,985.616714480055,0.0
Liuheng-c7395faa59ca,Beilun-16a7df7c1e03,1357.3531172655535,0.0
Beilun-16a7df7c1e03,Liuheng-c7395faa59ca,5714.918381310563,184.68970866060033
Zhoushan-611472facb34,Jing Tang-d63c27036294,303.7410066543771,0.0
Jing Tang-d63c27036294,Zhoushan-611472facb34,1773.6709449959014,0.0
Beilun-16a7df7c1e03,Jing Tang-d63c27036294,2225.8114124729254,0.0
Jing Tang-d63c27036294,Beilun-16a7df7c1e03,1976.5892887611078,585.3626794659782
Shanghai-0939779c35c2,Jing Tang-d63c27036294,1207.7843985743336,90.30129768766339
Jing Tang-d63c27036294,Shanghai-0939779c35c2,2099.8679167235227,0.0
Qingdao-910e8b237492,Dongjiakou-192facca7a0e,9402.333217735708,0.0
Dongjiakou-192facca7a0e,Qingdao-910e8b237492,3566.866158501909,5446.218077888406
Dongjiakou-192facca7a0e,Dongying-5b327b4206b2,9161.683499462722,0.0
Dongying-5b327b4206b2,Dongjiakou-192facca7a0e,780.0699846169119,0.0
Zhoushan-611472facb34,Huanghua-501489ae5cef,2574.5903681173504,773.578348365755
Huanghua-501489ae5cef,Zhoushan-611472facb34,8895.99777518065,0.0
Tianjin-6fb346c7ceca,Caofeidian-29498c3cc308,3755.0029492529266,0.0
Caofeidian-29498c3cc308,Tianjin-6fb346c7ceca,6213.163302508235,0.0
Jing Tang-d63c27036294,Dalian-641923403d46,5957.179779020203,269.3981540174779
Dalian-641923403d46,Jing Tang-d63c27036294,26897.959174352694,0.0
Dalian-641923403d46,Bayuquan-2d56aa4f17ec,8915.780194300689,0.0
Bayuquan-2d56aa4f17ec,Dalian-641923403d46,1232.3104451664117,0.0
Bayuquan-2d56aa4f17ec,Dongying-5b327b4206b2,3467.0449213188535,0.0
Dongying-5b327b4206b2,Bayuquan-2d56aa4f17ec,8886.416279017614,0.0
Huanghua-501489ae5cef,Jing Tang-d63c27036294,1259.064575911767,1959.8545517844263
Jing Tang-d63c27036294,Huanghua-501489ae5cef,322.7211918839724,1037.3444089511097
Dalian-641923403d46,Yingkou-54cfde7f5e3d,613.6109936868106,423.55950388194304
Yingkou-54cfde7f5e3d,Dalian-641923403d46,2867.888242333466,268.97072700729154
Yingkou-54cfde7f5e3d,Jing Tang-d63c27036294,2417.4898547346797,0.0
Jing Tang-d63c27036294,Yingkou-54cfde7f5e3d,4156.647199738803,0.0
Jing Tang-d63c27036294,Dongying-5b327b4206b2,11513.440635656501,108.39616924998371
Dongying-5b327b4206b2,Jing Tang-d63c27036294,6073.202986874319,0.0
Zhoushan-611472facb34,Taizhou-12321b93d725,15498.286825735891,184.68696475139856
Taizhou-12321b93d725,Zhoushan-611472facb34,706.2806376939187,153.00768246346135
Taizhou-12321b93d725,Jing Tang-d63c27036294,788.5060441808396,0.0
Jing Tang-d63c27036294,Taizhou-12321b93d725,386.29666200306724,8355.247234056493
Zhoushan-611472facb34,Shanghai-0939779c35c2,10277.70649749744,0.0
Shanghai-0939779c35c2,Zhoushan-611472facb34,12867.123174035838,0.0
Changxingdao-5c16d1a2a8e9,Jing Tang-d63c27036294,2779.8072273192142,0.0
Jing Tang-d63c27036294,Changxingdao-5c16d1a2a8e9,21933.683154869424,457.6429160829485
Nantong-3b22e2ec48e6,Taizhou-12321b93d725,3523.5919466918604,3996.644590419137
Taizhou-12321b93d725,Nantong-3b22e2ec48e6,9369.706534850762,0.0
Icdas-bdb5025eb89f,Augusta-facbcc9badd3,5495.830097729392,0.0
Augusta-facbcc9badd3,Icdas-bdb5025eb89f,13538.0528725488,712.8123001287391
Buenos Aires-5bd47f0ab4c0,San Sebastian Bay-61ff4b7d4540,1014.804699153273,0.0
San Sebastian Bay-61ff4b7d4540,Buenos Aires-5bd47f0ab4c0,38681.20170838535,433.3859446651798
Puerto Rosales-945fc5e1ffa4,La Plata-c06d7cba9b45,7174.965700473147,0.0
La Plata-c06d7cba9b45,Puerto Rosales-945fc5e1ffa4,2648.4203803753453,0.0
Puerto Rosales-945fc5e1ffa4,Montevideo-e1e5b78ae3af,28652.31012991497,926.1147186900029
Montevideo-e1e5b78ae3af,Puerto Rosales-945fc5e1ffa4,8161.080161217749,0.0
Maldonado-1e4b751efa88,Montevideo-e1e5b78ae3af,2560.494806257888,0.0
Montevideo-e1e5b78ae3af,Maldonado-1e4b751efa88,828.9184100468511,0.0
Talcahuano-f218806b0ec7,Caleta Paula-700d0c4f0c4f,2878.6172124442387,331.0482878425628
Caleta Paula-700d0c4f0c4f,Talcahuano-f218806b0ec7,5127.575949178601,0.0
Skagen Havn-db9fa00eadc5,Heidrun Field-f189358c23bc,5316.667856054251,0.0
Heidrun Field-f189358c23bc,Skagen Havn-db9fa00eadc5,4128.621268161341,547.4192069374595
Macae-04cbbcf288b4,Rio De Janeiro-ef2da6007e09,403.55512191564424,0.0
Rio De Janeiro-ef2da6007e09,Macae-04cbbcf288b4,5149.160593599471,444.18690933530144
Imbituba-6dc08aa6a96d,Rio De Janeiro-ef2da6007e09,2927.0643327267476,0.0
Rio De Janeiro-ef2da6007e09,Imbituba-6dc08aa6a96d,6629.503837415565,329.45822505118633
Sao Francisco-a1636f5a0ca0,Ponta Do Ubu-582fde5e4522,561.0646101671861,0.0
Ponta Do Ubu-582fde5e4522,Sao Francisco-a1636f5a0ca0,4943.466045862086,0.0
Ponta Do Ubu-582fde5e4522,Portocel-dd1fa02e9dc2,367.63266912485636,0.0
Portocel-dd1fa02e9dc2,Ponta Do Ubu-582fde5e4522,4882.814851054752,1296.582669451919
Portocel-dd1fa02e9dc2,Suape-b993f91ea377,3564.13458890965,0.0
Suape-b993f91ea377,Portocel-dd1fa02e9dc2,3578.922941841094,148.15443020534906
Freeport-3415bc29dc8c,Port Aransas-29a8105fada5,4927.328371113205,0.0
Port Aransas-29a8105fada5,Freeport-3415bc29dc8c,15655.792989479254,978.9820034856305
Chalmette-195ea9ec9b9d,Port Fourchon-39947b92ce27,1184.794277841459,515.1649424831614
Port Fourchon-39947b92ce27,Chalmette-195ea9ec9b9d,79807.33591630652,0.0
Port Arthur-26aba1bc33e8,Port Aransas-29a8105fada5,292.68315021098107,188.48877155324064
Port Aransas-29a8105fada5,Port Arthur-26aba1bc33e8,1485.9966035558368,0.0
Paulsboro-b860100abb51,Dos Bocas-51ae87032a0e,10588.260271278516,198.98004965991365
Dos Bocas-51ae87032a0e,Paulsboro-b860100abb51,4340.522256877266,1328.766674875648
Port Arthur-26aba1bc33e8,Dos Bocas-51ae87032a0e,11969.864025803845,0.0
Dos Bocas-51ae87032a0e,Port Arthur-26aba1bc33e8,2223.6209966651554,0.0
Malta Freeport-d3fb8c6279a1,Ceyhan-3b530c868db0,452.1707604920094,38.317564802855394
Ceyhan-3b530c868db0,Malta Freeport-d3fb8c6279a1,5796.962186174429,2036.19883359393
Icdas-bdb5025eb89f,Pachi Oil Terminal-a5df6199c9be,19878.210858284663,0.0
Pachi Oil Terminal-a5df6199c9be,Icdas-bdb5025eb89f,2672.4247377655697,3567.5211374106716
Laurium-0c1bd8a6c6dd,Sidi Kerir-552c943d8b08,11909.344817827974,508.5301132281057
Sidi Kerir-552c943d8b08,Laurium-0c1bd8a6c6dd,1873.924542309989,26.744629173277225
Sidi Kerir-552c943d8b08,Augusta-facbcc9badd3,6036.600642619971,0.0
Augusta-facbcc9badd3,Sidi Kerir-552c943d8b08,10158.633610898425,3.018007710459968
Klintholm-5fd12c0b2425,Gdansk-34ceedb9667f,295.3007305383456,202.8830432273344
Gdansk-34ceedb9667f,Klintholm-5fd12c0b2425,807.0741783941488,187.0104949888534
Gothenburg-de0033e99214,Severomorsk-d6ae36680926,477.95127575573724,0.0
Severomorsk-d6ae36680926,Gothenburg-de0033e99214,2434.4229337940374,303.254083746873
Gramercy-f85565631382,St. James-f7d07a0501fa,5260.009452899432,0.0
St. James-f7d07a0501fa,Gramercy-f85565631382,2345.8667869612855,0.0
Corpus Christi-7a30d31f121f,St Croix-746521cb3acc,957.5338902331447,0.0
St Croix-746521cb3acc,Corpus Christi-7a30d31f121f,3632.1562285226523,674.7942630928068
Las Mareas-033b0590fc48,Covenas-76285da2ae54,6542.262458609269,468.9849419383773
Covenas-76285da2ae54,Las Mareas-033b0590fc48,2247.703009602102,0.0
Las Coloradas-b1614bbb9606,Pascagoula-7c3cc504a701,4099.202977376009,663.9440972598103
Pascagoula-7c3cc504a701,Las Coloradas-b1614bbb9606,12933.827700230151,1596.817527722736
Pascagoula-7c3cc504a701,Dos Bocas-51ae87032a0e,4476.971346868095,89.62034940456336
Dos Bocas-51ae87032a0e,Pascagoula-7c3cc504a701,19916.383643190744,0.0
Mobile-17568e28e776,Port Arthur-26aba1bc33e8,7164.656269426614,0.0
Port Arthur-26aba1bc33e8,Mobile-17568e28e776,1433.29613398973,604.5464841480356
Gwangyang-11ecb2ca4f7f,De Kastri-152e8b122f41,3314.851824912473,0.0
De Kastri-152e8b122f41,Gwangyang-11ecb2ca4f7f,2436.8916841514833,807.1010620128875
Yeosu-e9b7bd6fcddb,De Kastri-152e8b122f41,955.4909540946458,3582.949212501855
De Kastri-152e8b122f41,Yeosu-e9b7bd6fcddb,2345.3030087395987,661.232395781529
Nakhodka-eaf8326ce14b,De Kastri-152e8b122f41,2817.6339046230064,0.0
De Kastri-152e8b122f41,Nakhodka-eaf8326ce14b,6125.297468369742,0.0
Al Basrah-1fc976f51917,Vadinar-95b0ec8946e3,12792.416672805508,0.0
Vadinar-95b0ec8946e3,Al Basrah-1fc976f51917,61790.16573850676,0.0
Karachi-d8f24cbce54f,Al Basrah-1fc976f51917,664.4694688492027,0.0
Al Basrah-1fc976f51917,Karachi-d8f24cbce54f,13914.158421593407,0.0
El Hamra Oil Terminal-c68ec7f166d6,Trieste-2aed856f346e,11946.8056503288,455.69291330249763
Trieste-2aed856f346e,El Hamra Oil Terminal-c68ec7f166d6,5468.359416935456,781.2054960682062
Bizerte-7acaf9640d06,El Hamra Oil Terminal-c68ec7f166d6,14542.708610626649,2870.545899070464
El Hamra Oil Terminal-c68ec7f166d6,Bizerte-7acaf9640d06,11589.074933444228,0.0
Sidi Kerir-552c943d8b08,Pachi Oil Terminal-a5df6199c9be,12045.571514516358,823.9275623219229
Pachi Oil Terminal-a5df6199c9be,Sidi Kerir-552c943d8b08,3183.3708902891067,169.42501323411722
Fujairah-ca26fade3b91,Port Dickson-47b3d9faec98,870.2675399928119,3252.283777610345
Port Dickson-47b3d9faec98,Fujairah-ca26fade3b91,9338.118441563314,0.0
Melbourne-b02fe931e82d,Kumul-d1c90b85ecf3,188.63221064141976,0.0
Kumul-d1c90b85ecf3,Melbourne-b02fe931e82d,1628.8459370740452,0.0
Zhoushan-611472facb34,Longkou-83dd447f48b9,6055.952585664344,0.0
Longkou-83dd447f48b9,Zhoushan-611472facb34,3055.1658022473184,0.0
Yangpu-da9d66d9e3a9,Tanjung Pelepas-71ae886ba35d,2750.94275216275,0.0
Tanjung Pelepas-71ae886ba35d,Yangpu-da9d66d9e3a9,121.42516594884466,0.0
Singapore-bfe15a9e31a0,Hong Kong-0c90bc71ba92,1545.0805626101849,0.0
Hong Kong-0c90bc71ba92,Singapore-bfe15a9e31a0,1736.2347819202996,645.2438642696653
Longkou-83dd447f48b9,Laizhou-08bba6032811,7909.5997706578755,0.0
Laizhou-08bba6032811,Longkou-83dd447f48b9,16210.014260987426,0.0
Dongjiakou-192facca7a0e,Longkou-83dd447f48b9,3103.000919160729,2300.3344256291634
Longkou-83dd447f48b9,Dongjiakou-192facca7a0e,2747.170622652223,0.0
Siri Terminal-49364b130a93,Statfjord Terminal-4deb8eea9fde,1122.8479734396105,0.0
Statfjord Terminal-4deb8eea9fde,Siri Terminal-49364b130a93,1181.3938558587993,750.8716663635154
Statfjord Terminal-4deb8eea9fde,Fawley-a9deff035346,3481.78405767718,433.0382814620729
Fawley-a9deff035346,Statfjord Terminal-4deb8eea9fde,2627.1882127035424,0.0
Gryphon Terminal-c60fa19a5389,Hamburg-063772b8f28b,12607.494045654345,0.0
Hamburg-063772b8f28b,Gryphon Terminal-c60fa19a5389,5619.548774675936,1040.9646983563155
Sassnitz-b691167736da,Gdansk-34ceedb9667f,785.776510332015,0.0
Gdansk-34ceedb9667f,Sassnitz-b691167736da,116.31275448236934,0.0
Heidrun Field-f189358c23bc,Rotterdam-92c070ce8e92,3869.5979915971834,0.0
Rotterdam-92c070ce8e92,Heidrun Field-f189358c23bc,429.8182860676816,0.0
Gullfaks Terminal-58491a793280,Rotterdam-92c070ce8e92,17871.656574739467,0.0
Rotterdam-92c070ce8e92,Gullfaks Terminal-58491a793280,3591.331533197855,0.0
Sture-306d65b12c37,Grimsby-d6f49c2e1bad,5286.607649297421,0.0
Grimsby-d6f49c2e1bad,Sture-306d65b12c37,2784.866573930026,1476.197710797282
Grimsby-d6f49c2e1bad,Beryl Terminal-fd1acfcd9ad2,1211.4746155413168,2489.5471720650985
Beryl Terminal-fd1acfcd9ad2,Grimsby-d6f49c2e1bad,1931.317457286714,482.21493422317866
Macduff-60ed9bc1ed62,Stromness-8f0bc183e5a9,3460.295305337134,1115.5869170389624
Stromness-8f0bc183e5a9,Macduff-60ed9bc1ed62,5886.273564247932,1884.5370015897574
Corpus Christi-7a30d31f121f,Freeport-3415bc29dc8c,5641.875154769679,287.2640534263513
Freeport-3415bc29dc8c,Corpus Christi-7a30d31f121f,9571.270997616446,0.49528138527025856
Marcus Hook-9826103388b5,Covenas-76285da2ae54,3646.271160872555,1447.2404968470432
Covenas-76285da2ae54,Marcus Hook-9826103388b5,291.2184078364022,0.0
Marcus Hook-9826103388b5,Freeport-fd2e0532af21,78163.89295589905,0.0
Freeport-fd2e0532af21,Marcus Hook-9826103388b5,6712.030385448682,0.0
Houston-453dd058edad,Port Fourchon-39947b92ce27,6261.774902901998,0.0
Port Fourchon-39947b92ce27,Houston-453dd058edad,3714.7447728257525,0.0
Port Neches-b1543f00d56b,Smiths Bluff-8218c47cd56c,2371.3534146481984,0.0
Smiths Bluff-8218c47cd56c,Port Neches-b1543f00d56b,17164.351040449357,806.1540752969894
Port Neches-b1543f00d56b,Cayo Arcas Terminal-b6b6e0d459e4,2005.0941938959281,10.928047491759015
Cayo Arcas Terminal-b6b6e0d459e4,Port Neches-b1543f00d56b,6563.937727660785,478.25171110518886
Alliance-c82ad425b780,Chalmette-195ea9ec9b9d,379.7484435687211,0.0
Chalmette-195ea9ec9b9d,Alliance-c82ad425b780,1650.4790456755102,0.0
Port Neches-b1543f00d56b,Corpus Christi-7a30d31f121f,6052.284371051973,0.0
Corpus Christi-7a30d31f121f,Port Neches-b1543f00d56b,771.8283050826147,0.0
Corpus Christi-7a30d31f121f,Port Arthur-26aba1bc33e8,7529.07526437431,0.0
Port Arthur-26aba1bc33e8,Corpus Christi-7a30d31f121f,10477.914060028745,0.0
Cape May-485c180b3d95,Freeport-fd2e0532af21,8418.359761908156,0.0
Freeport-fd2e0532af21,Cape May-485c180b3d95,348.8029282626516,0.0
Cape Henlopen-e6bb66ba06d7,Coatzacoalcos-230dbf9a65a3,2451.753703761345,0.0
Coatzacoalcos-230dbf9a65a3,Cape Henlopen-e6bb66ba06d7,11870.663417606247,0.0
Gulf Gateway-e0932031b5b6,Paulsboro-b860100abb51,1034.176176558402,1027.4956732077342
Paulsboro-b860100abb51,Gulf Gateway-e0932031b5b6,2829.3843731506504,0.0
Ryde-55baeddac00e,Wilhelmshaven-34a71cee910d,321.56091677522176,0.0
Wilhelmshaven-34a71cee910d,Ryde-55baeddac00e,3310.784865722977,0.0
St Petersburg-ee5cca05838e,Sillamae-907fb7299dee,20435.365697067547,0.0
Sillamae-907fb7299dee,St Petersburg-ee5cca05838e,619.1759438542966,0.0
Long Beach-4c3082f54073,Benicia-2b89d641c94e,2663.4452210932195,532.0349922607678
Benicia-2b89d641c94e,Long Beach-4c3082f54073,1169.5366404319986,1858.4297739486858
Nansha-30b0e011c238,Dongying-5b327b4206b2,27227.52185622604,0.0
Dongying-5b327b4206b2,Nansha-30b0e011c238,2257.0526012915775,0.0
Bayuquan-2d56aa4f17ec,Yingkou-54cfde7f5e3d,928.5503648910277,1375.1428896009033
Yingkou-54cfde7f5e3d,Bayuquan-2d56aa4f17ec,2950.124771310989,0.0
Dongjiakou-192facca7a0e,Huizhou-59dc66ffb6ae,17477.127962876704,0.0
Huizhou-59dc66ffb6ae,Dongjiakou-192facca7a0e,1105.1645723934312,0.0
Huanghua-501489ae5cef,Caofeidian-29498c3cc308,3684.8705308954195,0.0
Caofeidian-29498c3cc308,Huanghua-501489ae5cef,1450.7613783722022,1281.268528029501
Longkou-83dd447f48b9,Dongying-5b327b4206b2,24130.999596975867,0.0
Dongying-5b327b4206b2,Longkou-83dd447f48b9,2776.588840360916,109.46607337937492
Western Yantai-95889f42a047,Dongying-5b327b4206b2,2369.7448071068798,4.544209235156394
Dongying-5b327b4206b2,Western Yantai-95889f42a047,12163.177587420156,0.0
Beilun-16a7df7c1e03,Lufeng-c78290742b89,3848.1678724053013,0.0
Lufeng-c78290742b89,Beilun-16a7df7c1e03,414.154081152794,0.0
Lufeng-c78290742b89,Longkou-83dd447f48b9,4685.416203469283,0.0
Longkou-83dd447f48b9,Lufeng-c78290742b89,3133.1584550781704,0.0
Fanara-d8097cc33917,Malta Freeport-d3fb8c6279a1,2463.487516581818,0.0
Malta Freeport-d3fb8c6279a1,Fanara-d8097cc33917,19444.189648372394,0.0
Kozmino-62a166ce6f35,Gwangyang-11ecb2ca4f7f,2240.7041370401935,0.0
Gwangyang-11ecb2ca4f7f,Kozmino-62a166ce6f35,1567.9928326496079,0.0
Gwangyang-11ecb2ca4f7f,Nakhodka-eaf8326ce14b,3645.713988007001,1177.8036348392086
Nakhodka-eaf8326ce14b,Gwangyang-11ecb2ca4f7f,15661.516247950643,146.84986919255786
Port Fourchon-39947b92ce27,Baton Rouge-1866b408e4d1,8324.517816739672,248.69060540137005
Baton Rouge-1866b408e4d1,Port Fourchon-39947b92ce27,11225.963750159917,0.0
Fowey-7fd1c93a34ad,Pembroke-c44d85ab621f,3218.1911028088653,0.0
Pembroke-c44d85ab621f,Fowey-7fd1c93a34ad,4257.56729175065,0.0
Texas City-28cb23375401,Port Arthur-26aba1bc33e8,564.1924958862078,0.0
Port Arthur-26aba1bc33e8,Texas City-28cb23375401,3535.629452623838,0.0
Alliance-c82ad425b780,Galveston-80916f3912d8,2466.1339703504145,0.0
Galveston-80916f3912d8,Alliance-c82ad425b780,9348.542467497497,1348.362711484247
Cork-5b70e0e2edb0,Whitegate-af96b36e8476,1035.2899970682222,1359.463558445508
Whitegate-af96b36e8476,Cork-5b70e0e2edb0,3085.8041398034616,656.3019850366986
Rotterdam-92c070ce8e92,Ust-Luga-e9ea2bf59471,231.80163049543356,0.0
Ust-Luga-e9ea2bf59471,Rotterdam-92c070ce8e92,9471.700980282318,545.2670837923305
Grenaa Havn-6a5a5819001b,Thessaloniki-66e8437b5188,1114.0000620589205,1037.14313119691
Thessaloniki-66e8437b5188,Grenaa Havn-6a5a5819001b,2959.193738618742,0.0
Nieuwpoort-43a962e9aa39,Everingen-b13bb9bb37c6,707.905142889754,0.0
Everingen-b13bb9bb37c6,Nieuwpoort-43a962e9aa39,367.82876049076543,858.0254249205018
Immingham-03154ce774bb,Mongstad-8338fd2d4afb,19599.171759276313,0.0
Mongstad-8338fd2d4afb,Immingham-03154ce774bb,3579.4396682100714,756.4520848481985
Mostaganem-442f884f1f1d,Rotterdam-92c070ce8e92,245.3667847686297,0.0
Rotterdam-92c070ce8e92,Mostaganem-442f884f1f1d,290.4386904382552,0.0
Hartlepool-3ef4e9aa5ca8,Teesport-736acdd7afa2,3770.876887382428,0.0
Teesport-736acdd7afa2,Hartlepool-3ef4e9aa5ca8,24770.593981429156,1185.5218311248163
Koverhar-cee140e9c64b,Ust-Luga-e9ea2bf59471,688.4666305327854,0.0
Ust-Luga-e9ea2bf59471,Koverhar-cee140e9c64b,6438.1105748976815,336.57998213365187
Novorossiysk CPC-3b26a9570fd1,Constantza-8640b9ce4f82,13862.83533189457,3183.0568255992757
Constantza-8640b9ce4f82,Novorossiysk CPC-3b26a9570fd1,5698.817682842216,69.69534269701352
Ceyhan-3b530c868db0,Sines-ab49749a9544,27912.83246697187,0.0
Sines-ab49749a9544,Ceyhan-3b530c868db0,3633.160547764261,0.0
Kunda-f0b3af4e3e70,Ust-Luga-e9ea2bf59471,1808.9965914602296,361.08409118207953
Ust-Luga-e9ea2bf59471,Kunda-f0b3af4e3e70,1391.115332273191,1003.7543104216173
Grangemouth-fc8ef21dc504,Hound Point-199882e34b06,692.8696716612719,0.0
Hound Point-199882e34b06,Grangemouth-fc8ef21dc504,8306.575454589909,0.0
Dan Terminal-0d7903c587ae,Rotterdam-92c070ce8e92,1793.4260415172746,0.0
Rotterdam-92c070ce8e92,Dan Terminal-0d7903c587ae,4168.550376553803,3959.8240994587622
Amsterdam-a65eb5b59856,Rotterdam-92c070ce8e92,1211.9684320893098,0.0
Rotterdam-92c070ce8e92,Amsterdam-a65eb5b59856,1708.0180933853396,0.0
Massawa-7c22a25024d3,Jeddah-17dce7ee2e7d,1693.250235303937,1713.7344247972626
Jeddah-17dce7ee2e7d,Massawa-7c22a25024d3,5185.482105656316,0.0
Galveston-80916f3912d8,Milford Haven-c669fc0bc437,171.92676932522593,112.08081718558434
Milford Haven-c669fc0bc437,Galveston-80916f3912d8,23655.50945083151,0.0
Milford Haven-c669fc0bc437,St Petersburg-ee5cca05838e,3646.628468483537,0.0
St Petersburg-ee5cca05838e,Milford Haven-c669fc0bc437,8728.399775831855,0.0
St Petersburg-ee5cca05838e,Frederikshavn-09d8333af9ca,2632.623102936555,28.42470539923621
